Round,Result,Player Profile,Opponent Profile,Record,Location
877,1,MarceloRCavalcante,MarceloRCavalcante,palmeirasthyago1,2-1-0,rc_sao_paulo_11_01_2025
880,4,MarceloRCavalcante,MarceloRCavalcante,Helderfc,2-0-0,rc_sao_paulo_11_01_2025
881,5,MarceloRCavalcante,MarceloRCavalcante,Ferio0192,2-1-0,rc_sao_paulo_11_01_2025
883,7,MarceloRCavalcante,MarceloRCavalcante,ThiagoSaporito,2-0-0,rc_sao_paulo_11_01_2025
886,1,Ferio0192,Ferio0192,MauS1,2-0-0,rc_sao_paulo_11_01_2025
888,3,Ferio0192,Ferio0192,Crashmere,2-0-0,rc_sao_paulo_11_01_2025
891,6,Ferio0192,Ferio0192,TheMarcosV,2-0-0,rc_sao_paulo_11_01_2025
894,9,Ferio0192,Ferio0192,tmargera,2-0-0,rc_sao_paulo_11_01_2025
897,3,Cba,Cba,Guilherme91,2-1-0,rc_sao_paulo_11_01_2025
898,4,Cba,Cba,luisdesouza100,2-1-0,rc_sao_paulo_11_01_2025
901,7,Cba,Cba,ilMono,2-0-0,rc_sao_paulo_11_01_2025
902,8,Cba,Cba,caiogiovanni,2-0-0,rc_sao_paulo_11_01_2025
906,3,Paing,Paing,Lippi,2-0-0,rc_sao_paulo_11_01_2025
907,4,Paing,Paing,Jose_Fernandez,2-0-0,rc_sao_paulo_11_01_2025
911,8,Paing,Paing,Safatle,2-0-0,rc_sao_paulo_11_01_2025
912,9,Paing,Paing,Fberto,2-0-0,rc_sao_paulo_11_01_2025
914,2,GustavoBR91,GustavoBR91,pedro_mansu,2-0-0,rc_sao_paulo_11_01_2025
916,4,GustavoBR91,GustavoBR91,Franco92,2-1-0,rc_sao_paulo_11_01_2025
918,6,GustavoBR91,GustavoBR91,BTM_Vitas,2-1-0,rc_sao_paulo_11_01_2025
920,8,GustavoBR91,GustavoBR91,222maxi222,2-1-0,rc_sao_paulo_11_01_2025
922,1,PulgarX,PulgarX,zanottiwal,2-1-0,rc_sao_paulo_11_01_2025
923,2,PulgarX,PulgarX,gabriel1500,2-0-0,rc_sao_paulo_11_01_2025
924,3,PulgarX,PulgarX,okiba,2-1-0,rc_sao_paulo_11_01_2025
925,4,PulgarX,PulgarX,RodrigoCavalheiro,2-1-0,rc_sao_paulo_11_01_2025
930,1,PedroM,PedroM,NinjaZenny,2-1-0,rc_sao_paulo_11_01_2025
931,2,PedroM,PedroM,DeathShadow2087,2-0-0,rc_sao_paulo_11_01_2025
932,3,PedroM,PedroM,IvanQ,2-0-0,rc_sao_paulo_11_01_2025
934,5,PedroM,PedroM,Samsaquibuz,2-0-0,rc_sao_paulo_11_01_2025
940,2,FranciscoG,FranciscoG,Cba,2-0-0,rc_sao_paulo_11_01_2025
941,3,FranciscoG,FranciscoG,Nanoh,2-0-0,rc_sao_paulo_11_01_2025
943,5,FranciscoG,FranciscoG,GustavoBR91,2-1-0,rc_sao_paulo_11_01_2025
946,8,FranciscoG,FranciscoG,RaulS,2-1-0,rc_sao_paulo_11_01_2025
949,2,Shadowfriend,Shadowfriend,davir,2-0-0,rc_sao_paulo_11_01_2025
950,3,Shadowfriend,Shadowfriend,Glowark,2-1-0,rc_sao_paulo_11_01_2025
951,4,Shadowfriend,Shadowfriend,FranciscoG,2-0-0,rc_sao_paulo_11_01_2025
952,5,Shadowfriend,Shadowfriend,Coglorin,2-1-0,rc_sao_paulo_11_01_2025
955,1,icarobranco,icarobranco,Panxovp,2-1-0,rc_sao_paulo_11_01_2025
957,3,icarobranco,icarobranco,JAMERSON,2-0-0,rc_sao_paulo_11_01_2025
958,4,icarobranco,icarobranco,VampireX_,2-1-0,rc_sao_paulo_11_01_2025
961,7,icarobranco,icarobranco,Julian,2-0-0,rc_sao_paulo_11_01_2025
964,1,Ruda,Ruda,Gullyt,2-1-0,rc_sao_paulo_11_01_2025
965,2,Ruda,Ruda,BrunoFerreira,2-1-0,rc_sao_paulo_11_01_2025
966,3,Ruda,Ruda,matheusponciano,2-1-0,rc_sao_paulo_11_01_2025
969,6,Ruda,Ruda,Renzoch,2-0-0,rc_sao_paulo_11_01_2025
972,2,Sizza,Sizza,liond19,2-1-0,rc_sao_paulo_11_01_2025
974,4,Sizza,Sizza,Sara,2-1-0,rc_sao_paulo_11_01_2025
975,5,Sizza,Sizza,dorkalmeida,2-0-0,rc_sao_paulo_11_01_2025
976,6,Sizza,Sizza,Alexandrerleite,2-0-0,rc_sao_paulo_11_01_2025
980,1,Carlitos,Carlitos,Levunga,2-1-0,rc_sao_paulo_11_01_2025
982,3,Carlitos,Carlitos,sjimmysam,2-0-0,rc_sao_paulo_11_01_2025
983,4,Carlitos,Carlitos,Kevincito,2-0-0,rc_sao_paulo_11_01_2025
985,6,Carlitos,Carlitos,digarcia,2-1-0,rc_sao_paulo_11_01_2025
987,1,CamiloC,CamiloC,Lethoras,2-0-0,rc_sao_paulo_11_01_2025
988,2,CamiloC,CamiloC,madjeff,2-1-0,rc_sao_paulo_11_01_2025
991,5,CamiloC,CamiloC,igorpuppim,2-0-0,rc_sao_paulo_11_01_2025
992,6,CamiloC,CamiloC,kabzz,2-1-0,rc_sao_paulo_11_01_2025
997,2,Gullyt,Gullyt,Lethoras,2-0-0,rc_sao_paulo_11_01_2025
998,3,Gullyt,Gullyt,Sizza,2-1-0,rc_sao_paulo_11_01_2025
1001,6,Gullyt,Gullyt,JMoreirasn,2-1-0,rc_sao_paulo_11_01_2025
1002,7,Gullyt,Gullyt,Vatcoff,2-1-0,rc_sao_paulo_11_01_2025
1006,2,Msecanhojunior,Msecanhojunior,Paing,2-0-0,rc_sao_paulo_11_01_2025
1008,4,Msecanhojunior,Msecanhojunior,emiliano_trepichio,2-0-0,rc_sao_paulo_11_01_2025
1009,5,Msecanhojunior,Msecanhojunior,Rastaf,2-0-0,rc_sao_paulo_11_01_2025
1010,6,Msecanhojunior,Msecanhojunior,tchuco,2-0-0,rc_sao_paulo_11_01_2025
1013,2,veigarcpp,veigarcpp,Lgomes,2-1-0,rc_sao_paulo_11_01_2025
1015,4,veigarcpp,veigarcpp,kezko,2-1-0,rc_sao_paulo_11_01_2025
1016,5,veigarcpp,veigarcpp,sjimmysam,2-1-0,rc_sao_paulo_11_01_2025
1018,7,veigarcpp,veigarcpp,GustavoBR91,2-1-0,rc_sao_paulo_11_01_2025
1020,1,JAMERSON,JAMERSON,Ggzinhu,2-0-0,rc_sao_paulo_11_01_2025
1023,4,JAMERSON,JAMERSON,dedeycastro,2-1-0,rc_sao_paulo_11_01_2025
1024,5,JAMERSON,JAMERSON,mariovieira,2-1-0,rc_sao_paulo_11_01_2025
1025,6,JAMERSON,JAMERSON,DarkBone,2-0-0,rc_sao_paulo_11_01_2025
1030,3,esteves120,esteves120,Juliano_Bolts,2-0-0,rc_sao_paulo_11_01_2025
1031,4,esteves120,esteves120,BTM_Vitas,2-0-0,rc_sao_paulo_11_01_2025
1032,5,esteves120,esteves120,Cba,2-1-0,rc_sao_paulo_11_01_2025
1034,7,esteves120,esteves120,Ferio0192,2-1-0,rc_sao_paulo_11_01_2025
1038,2,Nervos0,Nervos0,andrefaustino,2-1-0,rc_sao_paulo_11_01_2025
1039,3,Nervos0,Nervos0,GustavoBR91,2-1-0,rc_sao_paulo_11_01_2025
1042,6,Nervos0,Nervos0,222maxi222,2-1-0,rc_sao_paulo_11_01_2025
1043,7,Nervos0,Nervos0,RaulS,2-0-0,rc_sao_paulo_11_01_2025
1047,2,Mattallmight,Mattallmight,glyra,2-1-0,rc_sao_paulo_11_01_2025
1048,3,Mattallmight,Mattallmight,RALC,2-1-0,rc_sao_paulo_11_01_2025
1051,6,Mattallmight,Mattallmight,Guilherme91,2-0-0,rc_sao_paulo_11_01_2025
1052,7,Mattallmight,Mattallmight,kcomedina,2-0-0,rc_sao_paulo_11_01_2025
1054,1,emiliano_trepichio,emiliano_trepichio,Crashmere,2-1-0,rc_sao_paulo_11_01_2025
1058,5,emiliano_trepichio,emiliano_trepichio,tsiqueira,2-0-0,rc_sao_paulo_11_01_2025
1059,6,emiliano_trepichio,emiliano_trepichio,lordiwa,2-1-0,rc_sao_paulo_11_01_2025
1060,7,emiliano_trepichio,emiliano_trepichio,BrunoFerreira,2-0-0,rc_sao_paulo_11_01_2025
1063,2,marcelinhotattoo,marcelinhotattoo,AmadorZcv,2-0-0,rc_sao_paulo_11_01_2025
1065,4,marcelinhotattoo,marcelinhotattoo,Castelo,2-0-0,rc_sao_paulo_11_01_2025
1067,6,marcelinhotattoo,marcelinhotattoo,madjeff,2-0-0,rc_sao_paulo_11_01_2025
1070,9,marcelinhotattoo,marcelinhotattoo,Eitaleo,2-0-0,rc_sao_paulo_11_01_2025
1072,2,NeftaliF,NeftaliF,Xuxa,2-1-0,rc_sao_paulo_11_01_2025
1075,5,NeftaliF,NeftaliF,Helderfc,2-1-0,rc_sao_paulo_11_01_2025
1078,8,NeftaliF,NeftaliF,galaz70,2-1-0,rc_sao_paulo_11_01_2025
1080,1,leoolisan,leoolisan,leomane,2-1-0,rc_sao_paulo_11_01_2025
1082,3,leoolisan,leoolisan,Undead157,2-1-0,rc_sao_paulo_11_01_2025
1084,5,leoolisan,leoolisan,Coraiola,2-0-0,rc_sao_paulo_11_01_2025
1085,6,leoolisan,leoolisan,veigarcpp,2-1-0,rc_sao_paulo_11_01_2025
1089,2,RALC,RALC,Guilherme91,2-1-0,rc_sao_paulo_11_01_2025
1091,4,RALC,RALC,ArthurAM,2-1-0,rc_sao_paulo_11_01_2025
1092,5,RALC,RALC,marcelinhotattoo,2-0-0,rc_sao_paulo_11_01_2025
1093,6,RALC,RALC,FranSadness,2-0-0,rc_sao_paulo_11_01_2025
1098,4,RaulS,RaulS,Bigode,2-1-0,rc_sao_paulo_11_01_2025
1099,5,RaulS,RaulS,Jose_Fernandez,2-1-0,rc_sao_paulo_11_01_2025
1100,6,RaulS,RaulS,Rastaf,2-0-0,rc_sao_paulo_11_01_2025
1103,9,RaulS,RaulS,Sara,2-0-0,rc_sao_paulo_11_01_2025
1104,1,DiegoPeliser,DiegoPeliser,RaulS,2-1-0,rc_sao_paulo_11_01_2025
1105,2,DiegoPeliser,DiegoPeliser,VampireX_,2-0-0,rc_sao_paulo_11_01_2025
1108,5,DiegoPeliser,DiegoPeliser,TheMarcosV,2-1-0,rc_sao_paulo_11_01_2025
1111,1,royce,royce,Teta,2-0-0,rc_sao_paulo_11_01_2025
1112,2,royce,royce,Franco92,2-1-0,rc_sao_paulo_11_01_2025
1115,5,royce,royce,gabriell86,2-0-0,rc_sao_paulo_11_01_2025
1117,1,FredE,FredE,brunocezarmoreno,2-1-0,rc_sao_paulo_11_01_2025
1122,6,FredE,FredE,Cris,2-0-0,rc_sao_paulo_11_01_2025
1124,8,FredE,FredE,Gusi,2-0-0,rc_sao_paulo_11_01_2025
1127,2,TheMarcosV,TheMarcosV,CBJr,2-1-0,rc_sao_paulo_11_01_2025
1128,3,TheMarcosV,TheMarcosV,Robsonsilveira,2-1-0,rc_sao_paulo_11_01_2025
1133,8,TheMarcosV,TheMarcosV,KassioStein,2-0-0,rc_sao_paulo_11_01_2025
1136,2,Bante,Bante,InsideGames,2-0-0,rc_sao_paulo_11_01_2025
1138,4,Bante,Bante,Deric_SNO,2-1-0,rc_sao_paulo_11_01_2025
1141,7,Bante,Bante,Gusi,1-0-0,rc_sao_paulo_11_01_2025
1147,4,caiogpo,caiogpo,ManuelBedi,3-0-0,rc_sao_paulo_11_01_2025
1151,8,caiogpo,caiogpo,Franco92,2-0-0,rc_sao_paulo_11_01_2025
1152,9,caiogpo,caiogpo,222maxi222,2-1-0,rc_sao_paulo_11_01_2025
1157,5,JMoreirasn,JMoreirasn,Panxovp,2-0-0,rc_sao_paulo_11_01_2025
1160,8,JMoreirasn,JMoreirasn,,Bye,rc_sao_paulo_11_01_2025
1161,9,JMoreirasn,JMoreirasn,KassioStein,2-0-0,rc_sao_paulo_11_01_2025
1162,1,RodrigoCavalheiro,RodrigoCavalheiro,tchuco,2-0-0,rc_sao_paulo_11_01_2025
1163,2,RodrigoCavalheiro,RodrigoCavalheiro,Zabariel,2-0-0,rc_sao_paulo_11_01_2025
1164,3,RodrigoCavalheiro,RodrigoCavalheiro,elpeludo,2-1-0,rc_sao_paulo_11_01_2025
1171,2,caiogiovanni,caiogiovanni,Summerbabe,2-1-0,rc_sao_paulo_11_01_2025
1172,3,caiogiovanni,caiogiovanni,MarceloRCavalcante,2-0-0,rc_sao_paulo_11_01_2025
1174,5,caiogiovanni,caiogiovanni,Lucasoli89,2-1-0,rc_sao_paulo_11_01_2025
1178,1,kabzz,kabzz,NicholasG2,2-0-0,rc_sao_paulo_11_01_2025
1181,4,kabzz,kabzz,222maxi222,2-0-0,rc_sao_paulo_11_01_2025
1182,5,kabzz,kabzz,Yisus2018,2-1-0,rc_sao_paulo_11_01_2025
1186,1,tmargera,tmargera,Paing,2-0-0,rc_sao_paulo_11_01_2025
1189,4,tmargera,tmargera,luizhmiguel,2-0-0,rc_sao_paulo_11_01_2025
1190,5,tmargera,tmargera,Koishiteru,2-1-0,rc_sao_paulo_11_01_2025
1195,1,Rafael_Martins,Rafael_Martins,Rudzilla,2-0-0,rc_sao_paulo_11_01_2025
1198,4,Rafael_Martins,Rafael_Martins,NeftaliF,2-1-0,rc_sao_paulo_11_01_2025
1199,5,Rafael_Martins,Rafael_Martins,Bante,2-1-0,rc_sao_paulo_11_01_2025
1203,1,Deric_SNO,Deric_SNO,joaoclaudioms,2-0-0,rc_sao_paulo_11_01_2025
1207,5,Deric_SNO,Deric_SNO,Xuxa,2-0-0,rc_sao_paulo_11_01_2025
1208,6,Deric_SNO,Deric_SNO,edgar_bru,2-0-0,rc_sao_paulo_11_01_2025
1210,1,dedeycastro,dedeycastro,edgar_bru,2-1-0,rc_sao_paulo_11_01_2025
1214,5,dedeycastro,dedeycastro,Burghi,2-0-0,rc_sao_paulo_11_01_2025
1215,6,dedeycastro,dedeycastro,Paing,2-1-0,rc_sao_paulo_11_01_2025
1218,1,ThiagoSaporito,ThiagoSaporito,Juliano_Bolts,2-0-0,rc_sao_paulo_11_01_2025
1220,3,ThiagoSaporito,ThiagoSaporito,dedeycastro,2-1-0,rc_sao_paulo_11_01_2025
1223,6,ThiagoSaporito,ThiagoSaporito,Fernando89,2-0-0,rc_sao_paulo_11_01_2025
1226,2,Fberto,Fberto,Gusi,2-0-0,rc_sao_paulo_11_01_2025
1228,4,Fberto,Fberto,Xuxa,2-0-0,rc_sao_paulo_11_01_2025
1231,7,Fberto,Fberto,Safatle,2-0-0,rc_sao_paulo_11_01_2025
1234,1,Safatle,Safatle,BigKoala13,2-1-0,rc_sao_paulo_11_01_2025
1238,5,Safatle,Safatle,EliMartins,2-1-0,rc_sao_paulo_11_01_2025
1242,9,Safatle,Safatle,Franco92,2-0-0,rc_sao_paulo_11_01_2025
1243,1,AlexandreLomba,AlexandreLomba,ilMono,2-1-0,rc_sao_paulo_11_01_2025
1247,5,AlexandreLomba,AlexandreLomba,Cfing,2-0-0,rc_sao_paulo_11_01_2025
1249,7,AlexandreLomba,AlexandreLomba,TheMarcosV,2-0-0,rc_sao_paulo_11_01_2025
1254,5,Eitaleo,Eitaleo,,Bye,rc_sao_paulo_11_01_2025
1255,6,Eitaleo,Eitaleo,Sara,2-1-0,rc_sao_paulo_11_01_2025
1257,8,Eitaleo,Eitaleo,Glowark,2-0-0,rc_sao_paulo_11_01_2025
1259,1,Renzoch,Renzoch,zEddie,2-1-0,rc_sao_paulo_11_01_2025
1261,3,Renzoch,Renzoch,FrankWillian,2-0-0,rc_sao_paulo_11_01_2025
1262,4,Renzoch,Renzoch,Fernando89,2-1-0,rc_sao_paulo_11_01_2025
1265,1,Bassotld,Bassotld,Shadowfriend,2-1-0,rc_sao_paulo_11_01_2025
1266,2,Bassotld,Bassotld,GabrielReis,2-0-0,rc_sao_paulo_11_01_2025
1267,3,Bassotld,Bassotld,Bante,2-1-0,rc_sao_paulo_11_01_2025
1272,1,DarkBone,DarkBone,FernandoPortugal,2-1-0,rc_sao_paulo_11_01_2025
1273,2,DarkBone,DarkBone,MARCOSHBF,2-1-0,rc_sao_paulo_11_01_2025
1274,3,DarkBone,DarkBone,Soulkiddz,2-0-0,rc_sao_paulo_11_01_2025
1278,1,Kevincito,Kevincito,Jose_Fernandez,2-0-0,rc_sao_paulo_11_01_2025
1279,2,Kevincito,Kevincito,NicoDays,2-0-0,rc_sao_paulo_11_01_2025
1283,6,Kevincito,Kevincito,Glowark,2-0-0,rc_sao_paulo_11_01_2025
1286,1,Wesley_Brito,Wesley_Brito,PolarMar,2-0-0,rc_sao_paulo_11_01_2025
1288,3,Wesley_Brito,Wesley_Brito,luizhmiguel,2-0-0,rc_sao_paulo_11_01_2025
1289,4,Wesley_Brito,Wesley_Brito,Rulior,2-1-0,rc_sao_paulo_11_01_2025
1293,2,Treuko,Treuko,RaulS,2-1-0,rc_sao_paulo_11_01_2025
1294,3,Treuko,Treuko,Baurong,2-1-0,rc_sao_paulo_11_01_2025
1295,4,Treuko,Treuko,Tiver,2-1-0,rc_sao_paulo_11_01_2025
1299,2,Julian,Julian,tchuco,2-1-0,rc_sao_paulo_11_01_2025
1300,3,Julian,Julian,222maxi222,2-0-0,rc_sao_paulo_11_01_2025
1302,5,Julian,Julian,Vatcoff,2-1-0,rc_sao_paulo_11_01_2025
1306,2,GBracale,GBracale,Emar44751,2-0-0,rc_sao_paulo_11_01_2025
1309,5,GBracale,GBracale,ArthurAM,2-1-0,rc_sao_paulo_11_01_2025
1310,6,GBracale,GBracale,Cba,2-0-0,rc_sao_paulo_11_01_2025
1312,1,Felcom,Felcom,gabrielstone,2-0-0,rc_sao_paulo_11_01_2025
1313,2,Felcom,Felcom,Koishiteru,2-1-0,rc_sao_paulo_11_01_2025
1315,4,Felcom,Felcom,leoolisan,2-0-0,rc_sao_paulo_11_01_2025
1318,1,Dido,Dido,Cless,1-0-0,rc_sao_paulo_11_01_2025
1319,2,Dido,Dido,leoolisan,2-0-0,rc_sao_paulo_11_01_2025
1321,4,Dido,Dido,MarcoAurelioLima,1-0-0,rc_sao_paulo_11_01_2025
1327,3,Bazarovsk,Bazarovsk,Cless,2-0-0,rc_sao_paulo_11_01_2025
1328,4,Bazarovsk,Bazarovsk,RiuuK1,2-0-0,rc_sao_paulo_11_01_2025
1329,5,Bazarovsk,Bazarovsk,MARCOSHBF,2-0-0,rc_sao_paulo_11_01_2025
1332,1,digarcia,digarcia,Edel,2-1-0,rc_sao_paulo_11_01_2025
1333,2,digarcia,digarcia,mariovieira,2-1-0,rc_sao_paulo_11_01_2025
1335,4,digarcia,digarcia,igorpuppim,2-1-0,rc_sao_paulo_11_01_2025
1339,2,galaz70,galaz70,Burghi,2-1-0,rc_sao_paulo_11_01_2025
1340,3,galaz70,galaz70,brunocezarmoreno,2-1-0,rc_sao_paulo_11_01_2025
1342,5,galaz70,galaz70,jornalmatutino,2-0-0,rc_sao_paulo_11_01_2025
1346,1,Alexandrerleite,Alexandrerleite,Caoruf,2-1-0,rc_sao_paulo_11_01_2025
1348,3,Alexandrerleite,Alexandrerleite,leomane,2-0-0,rc_sao_paulo_11_01_2025
1350,5,Alexandrerleite,Alexandrerleite,KassioStein,2-0-0,rc_sao_paulo_11_01_2025
1352,1,matheusponciano,matheusponciano,skprtst,2-0-0,rc_sao_paulo_11_01_2025
1353,2,matheusponciano,matheusponciano,Castelo,2-1-0,rc_sao_paulo_11_01_2025
1356,5,matheusponciano,matheusponciano,lordiwa,2-1-0,rc_sao_paulo_11_01_2025
1358,1,Yisus2018,Yisus2018,LauroOlsen,2-0-0,rc_sao_paulo_11_01_2025
1361,4,Yisus2018,Yisus2018,LeonardoLambiasi,2-1-0,rc_sao_paulo_11_01_2025
1363,6,Yisus2018,Yisus2018,RiuuK1,2-1-0,rc_sao_paulo_11_01_2025
1366,1,lalauwba,lalauwba,Mithiba,2-1-0,rc_sao_paulo_11_01_2025
1367,2,lalauwba,lalauwba,MauroFylipe,2-1-0,rc_sao_paulo_11_01_2025
1368,3,lalauwba,lalauwba,dehloco,2-0-0,rc_sao_paulo_11_01_2025
1374,3,Emar44751,Emar44751,Teta,2-1-0,rc_sao_paulo_11_01_2025
1375,4,Emar44751,Emar44751,kcomedina,2-0-0,rc_sao_paulo_11_01_2025
1376,5,Emar44751,Emar44751,willpioli,2-1-0,rc_sao_paulo_11_01_2025
1379,2,TerribadMTG,TerribadMTG,LeonardoLambiasi,2-1-0,rc_sao_paulo_11_01_2025
1381,4,TerribadMTG,TerribadMTG,Zanetti,2-0-0,rc_sao_paulo_11_01_2025
1382,5,TerribadMTG,TerribadMTG,RaiderNunes,2-1-0,rc_sao_paulo_11_01_2025
1384,1,BrunoFerreira,BrunoFerreira,betualmeida,2-0-0,rc_sao_paulo_11_01_2025
1387,4,BrunoFerreira,BrunoFerreira,Yulios,2-0-0,rc_sao_paulo_11_01_2025
1388,5,BrunoFerreira,BrunoFerreira,Nervos0,2-1-0,rc_sao_paulo_11_01_2025
1394,4,ScottyFischer,ScottyFischer,glyra,2-0-0,rc_sao_paulo_11_01_2025
1395,5,ScottyFischer,ScottyFischer,LeonardoLambiasi,2-0-0,rc_sao_paulo_11_01_2025
1396,6,ScottyFischer,ScottyFischer,Errerias,2-1-0,rc_sao_paulo_11_01_2025
1400,3,kcomedina,kcomedina,SantiagoHer,2-1-0,rc_sao_paulo_11_01_2025
1402,5,kcomedina,kcomedina,Christiansantos,2-1-0,rc_sao_paulo_11_01_2025
1403,6,kcomedina,kcomedina,igorpuppim,2-1-0,rc_sao_paulo_11_01_2025
1407,2,RiuuK1,RiuuK1,FernandoPortugal,2-1-0,rc_sao_paulo_11_01_2025
1410,5,RiuuK1,RiuuK1,Cabrall1984,2-0-0,rc_sao_paulo_11_01_2025
1412,7,RiuuK1,RiuuK1,Guilherme91,2-0-0,rc_sao_paulo_11_01_2025
1414,2,222maxi222,222maxi222,Bigode,2-0-0,rc_sao_paulo_11_01_2025
1417,5,222maxi222,222maxi222,PINHEIRO,2-0-0,rc_sao_paulo_11_01_2025
1419,7,222maxi222,222maxi222,lordiwa,2-0-0,rc_sao_paulo_11_01_2025
1424,3,Sara,Sara,glyra,2-1-0,rc_sao_paulo_11_01_2025
1428,7,Sara,Sara,Franco92,2-0-0,rc_sao_paulo_11_01_2025
1429,8,Sara,Sara,Guilherme91,2-0-0,rc_sao_paulo_11_01_2025
1434,4,Gusi,Gusi,JMoreirasn,2-0-0,rc_sao_paulo_11_01_2025
1435,5,Gusi,Gusi,ariel_osses,2-0-0,rc_sao_paulo_11_01_2025
1440,2,HigorMenezes,HigorMenezes,ManuelBedi,2-0-0,rc_sao_paulo_11_01_2025
1442,4,HigorMenezes,HigorMenezes,sebastianpozzo,2-1-0,rc_sao_paulo_11_01_2025
1445,2,KassioStein,KassioStein,bardozorrean,2-0-0,rc_sao_paulo_11_01_2025
1447,4,KassioStein,KassioStein,Cabrall1984,2-0-0,rc_sao_paulo_11_01_2025
1454,2,GPicolo,GPicolo,ScottyFischer,2-0-0,rc_sao_paulo_11_01_2025
1455,3,GPicolo,GPicolo,DeathShadow2087,2-0-0,rc_sao_paulo_11_01_2025
1459,2,edgar_bru,edgar_bru,Lippi,2-1-0,rc_sao_paulo_11_01_2025
1460,3,edgar_bru,edgar_bru,OrtigosaMatheus,2-0-0,rc_sao_paulo_11_01_2025
1466,2,marcosvgs,marcosvgs,Helderfc,2-0-0,rc_sao_paulo_11_01_2025
1467,3,marcosvgs,marcosvgs,Deric_SNO,2-0-0,rc_sao_paulo_11_01_2025
1473,4,ariel_osses,ariel_osses,Feio,2-1-0,rc_sao_paulo_11_01_2025
1475,6,ariel_osses,ariel_osses,caiogpo,2-0-0,rc_sao_paulo_11_01_2025
1478,2,Glowark,Glowark,ilMono,2-1-0,rc_sao_paulo_11_01_2025
1481,5,Glowark,Glowark,kezko,2-0-0,rc_sao_paulo_11_01_2025
1485,1,madjeff,madjeff,mrhurti,2-0-0,rc_sao_paulo_11_01_2025
1487,3,madjeff,madjeff,BrunoFerreira,2-1-0,rc_sao_paulo_11_01_2025
1491,1,MarcoAurelioLima,MarcoAurelioLima,Bazarovsk,1-0-0,rc_sao_paulo_11_01_2025
1493,3,MarcoAurelioLima,MarcoAurelioLima,Koishiteru,2-1-0,rc_sao_paulo_11_01_2025
1496,1,gabriel1500,gabriel1500,Polukranos,2-1-0,rc_sao_paulo_11_01_2025
1498,3,gabriel1500,gabriel1500,Christiansantos,2-1-0,rc_sao_paulo_11_01_2025
1501,1,dorkalmeida,dorkalmeida,andrefaustino,2-1-0,rc_sao_paulo_11_01_2025
1504,4,dorkalmeida,dorkalmeida,Undead157,2-0-0,rc_sao_paulo_11_01_2025
1508,2,jornalmatutino,jornalmatutino,DavidPe,2-0-0,rc_sao_paulo_11_01_2025
1509,3,jornalmatutino,jornalmatutino,Cris,2-0-0,rc_sao_paulo_11_01_2025
1512,1,Rastaf,Rastaf,Yulios,2-0-0,rc_sao_paulo_11_01_2025
1515,4,Rastaf,Rastaf,Nanoh,2-1-0,rc_sao_paulo_11_01_2025
1521,3,BTM_Vitas,BTM_Vitas,Zezito,2-1-0,rc_sao_paulo_11_01_2025
1523,5,BTM_Vitas,BTM_Vitas,Franco92,2-1-0,rc_sao_paulo_11_01_2025
1525,1,mariovieira,mariovieira,lordiwa,2-0-0,rc_sao_paulo_11_01_2025
1528,4,mariovieira,mariovieira,liond19,2-0-0,rc_sao_paulo_11_01_2025
1531,2,Edel,Edel,Bazarovsk,2-1-0,rc_sao_paulo_11_01_2025
1532,3,Edel,Edel,luisdesouza100,2-0-0,rc_sao_paulo_11_01_2025
1534,1,Robsonsilveira,Robsonsilveira,Mattallmight,2-1-0,rc_sao_paulo_11_01_2025
1537,4,Robsonsilveira,Robsonsilveira,Glowark,2-0-0,rc_sao_paulo_11_01_2025
1539,1,sjimmysam,sjimmysam,davir,2-1-0,rc_sao_paulo_11_01_2025
1542,4,sjimmysam,sjimmysam,Rudzilla,2-0-0,rc_sao_paulo_11_01_2025
1545,2,Ggzinhu,Ggzinhu,Caoruf,2-0-0,rc_sao_paulo_11_01_2025
1547,4,Ggzinhu,Ggzinhu,Lgomes,2-0-0,rc_sao_paulo_11_01_2025
1551,1,DeathShadow2087,DeathShadow2087,WMiyoshi,2-0-0,rc_sao_paulo_11_01_2025
1555,5,DeathShadow2087,DeathShadow2087,SantiagoHer,2-0-0,rc_sao_paulo_11_01_2025
1558,1,Errerias,Errerias,Solid,2-0-0,rc_sao_paulo_11_01_2025
1560,3,Errerias,Errerias,AlexandreLomba,2-0-0,rc_sao_paulo_11_01_2025
1567,4,ilMono,ilMono,Eitaleo,2-1-0,rc_sao_paulo_11_01_2025
1568,5,ilMono,ilMono,Sara,2-1-0,rc_sao_paulo_11_01_2025
1574,4,SantiagoHer,SantiagoHer,Panxovp,2-0-0,rc_sao_paulo_11_01_2025
1576,6,SantiagoHer,SantiagoHer,Franco92,2-0-0,rc_sao_paulo_11_01_2025
1578,1,igorpuppim,igorpuppim,AmadorZcv,2-0-0,rc_sao_paulo_11_01_2025
1580,3,igorpuppim,igorpuppim,TerribadMTG,2-1-0,rc_sao_paulo_11_01_2025
1585,2,betualmeida,betualmeida,Mithiba,2-1-0,rc_sao_paulo_11_01_2025
1586,3,betualmeida,betualmeida,Cachorrowo,2-1-0,rc_sao_paulo_11_01_2025
1590,3,davir,davir,RaulS,2-1-0,rc_sao_paulo_11_01_2025
1591,4,davir,davir,Cfing,2-0-0,rc_sao_paulo_11_01_2025
1593,1,VampireX_,VampireX_,Nervos0,2-1-0,rc_sao_paulo_11_01_2025
