Round,Result,Player Profile,Opponent Profile,Record,Location
354,8,mateusmayer,mateusmayer,veigarcpp,2-1-0,rc_sao_paulo_11_01_2025
355,9,mateusmayer,mateusmayer,Soulkiddz,2-0-0,rc_sao_paulo_11_01_2025
356,1,Crastideas,Crastideas,SantiagoHer,2-0-0,rc_sao_paulo_11_01_2025
357,2,Crastideas,Crastideas,tmargera,2-1-0,rc_sao_paulo_11_01_2025
359,4,Crastideas,Crastideas,Isael,2-1-0,rc_sao_paulo_11_01_2025
360,5,Crastideas,Crastideas,Wesley_Brito,2-0-0,rc_sao_paulo_11_01_2025
361,6,Crastideas,Crastideas,Casatti,2-1-0,rc_sao_paulo_11_01_2025
364,9,Crastideas,Crastideas,pururin,2-1-0,rc_sao_paulo_11_01_2025
366,2,GUSTAVOS,GUSTAVOS,NicholasG2,2-1-0,rc_sao_paulo_11_01_2025
368,4,GUSTAVOS,GUSTAVOS,MauroFylipe,2-0-0,rc_sao_paulo_11_01_2025
369,5,GUSTAVOS,GUSTAVOS,gabriel1500,2-0-0,rc_sao_paulo_11_01_2025
370,6,GUSTAVOS,GUSTAVOS,galaz70,2-1-0,rc_sao_paulo_11_01_2025
371,7,GUSTAVOS,GUSTAVOS,Carlitos,2-0-0,rc_sao_paulo_11_01_2025
372,8,GUSTAVOS,GUSTAVOS,Crastideas,2-0-0,rc_sao_paulo_11_01_2025
374,1,MTrulin,MTrulin,jornalmatutino,2-1-0,rc_sao_paulo_11_01_2025
375,2,MTrulin,MTrulin,Undead157,2-1-0,rc_sao_paulo_11_01_2025
377,4,MTrulin,MTrulin,Alexandrerleite,2-0-0,rc_sao_paulo_11_01_2025
379,6,MTrulin,MTrulin,esteves120,2-1-0,rc_sao_paulo_11_01_2025
380,7,MTrulin,MTrulin,DavidPe,2-0-0,rc_sao_paulo_11_01_2025
382,9,MTrulin,MTrulin,Caduerrerias,2-1-0,rc_sao_paulo_11_01_2025
384,2,gabrielstone,gabrielstone,skprtst,2-1-0,rc_sao_paulo_11_01_2025
385,3,gabrielstone,gabrielstone,veigarcpp,2-1-0,rc_sao_paulo_11_01_2025
386,4,gabrielstone,gabrielstone,MARCOSHBF,2-0-0,rc_sao_paulo_11_01_2025
388,6,gabrielstone,gabrielstone,matheusponciano,2-1-0,rc_sao_paulo_11_01_2025
390,8,gabrielstone,gabrielstone,Nervos0,2-0-0,rc_sao_paulo_11_01_2025
391,9,gabrielstone,gabrielstone,Hernan_Lobos,2-0-0,rc_sao_paulo_11_01_2025
393,2,WMiyoshi,WMiyoshi,SantiagoHer,2-0-0,rc_sao_paulo_11_01_2025
394,3,WMiyoshi,WMiyoshi,Matheuspagnan,2-0-0,rc_sao_paulo_11_01_2025
395,4,WMiyoshi,WMiyoshi,caiogiovanni,2-1-0,rc_sao_paulo_11_01_2025
396,5,WMiyoshi,WMiyoshi,FranSadness,2-0-0,rc_sao_paulo_11_01_2025
397,6,WMiyoshi,WMiyoshi,andresrib,2-1-0,rc_sao_paulo_11_01_2025
400,9,WMiyoshi,WMiyoshi,willpioli,2-1-0,rc_sao_paulo_11_01_2025
403,3,NicholasG2,NicholasG2,andrefaustino,2-0-0,rc_sao_paulo_11_01_2025
404,4,NicholasG2,NicholasG2,Christiansantos,2-0-0,rc_sao_paulo_11_01_2025
405,5,NicholasG2,NicholasG2,Laraia,2-0-0,rc_sao_paulo_11_01_2025
406,6,NicholasG2,NicholasG2,GabrielReis,2-0-0,rc_sao_paulo_11_01_2025
407,7,NicholasG2,NicholasG2,Sizza,2-1-0,rc_sao_paulo_11_01_2025
408,8,NicholasG2,NicholasG2,Marcelopez,2-1-0,rc_sao_paulo_11_01_2025
411,2,zEddie,zEddie,BTM_Vitas,2-0-0,rc_sao_paulo_11_01_2025
412,3,zEddie,zEddie,GUSTAVOS,2-1-0,rc_sao_paulo_11_01_2025
414,5,zEddie,zEddie,FrankWillian,2-0-0,rc_sao_paulo_11_01_2025
415,6,zEddie,zEddie,BrunoFerreira,2-0-0,rc_sao_paulo_11_01_2025
416,7,zEddie,zEddie,CamiloC,2-0-0,rc_sao_paulo_11_01_2025
418,9,zEddie,zEddie,JuanCerda,2-0-0,rc_sao_paulo_11_01_2025
419,1,Schiaveto,Schiaveto,p4nch020,2-0-0,rc_sao_paulo_11_01_2025
421,3,Schiaveto,Schiaveto,tmargera,2-1-0,rc_sao_paulo_11_01_2025
422,4,Schiaveto,Schiaveto,Errerias,2-0-0,rc_sao_paulo_11_01_2025
425,7,Schiaveto,Schiaveto,GBracale,2-0-0,rc_sao_paulo_11_01_2025
426,8,Schiaveto,Schiaveto,CamiloC,2-0-0,rc_sao_paulo_11_01_2025
427,9,Schiaveto,Schiaveto,OrtigosaMatheus,2-0-0,rc_sao_paulo_11_01_2025
428,1,GabrielReis,GabrielReis,marcelinhotattoo,2-0-0,rc_sao_paulo_11_01_2025
430,3,GabrielReis,GabrielReis,ArthurAM,2-1-0,rc_sao_paulo_11_01_2025
431,4,GabrielReis,GabrielReis,Soulkiddz,2-0-0,rc_sao_paulo_11_01_2025
434,7,GabrielReis,GabrielReis,RenzoArana,2-1-0,rc_sao_paulo_11_01_2025
435,8,GabrielReis,GabrielReis,p4nch020,2-0-0,rc_sao_paulo_11_01_2025
436,9,GabrielReis,GabrielReis,Cachorrowo,2-0-0,rc_sao_paulo_11_01_2025
437,1,okiba,okiba,CBJr,2-1-0,rc_sao_paulo_11_01_2025
438,2,okiba,okiba,luizhmiguel,2-1-0,rc_sao_paulo_11_01_2025
440,4,okiba,okiba,RaiderNunes,2-0-0,rc_sao_paulo_11_01_2025
442,6,okiba,okiba,Emar44751,2-1-0,rc_sao_paulo_11_01_2025
444,8,okiba,okiba,liond19,2-1-0,rc_sao_paulo_11_01_2025
445,9,okiba,okiba,Zabariel,2-0-0,rc_sao_paulo_11_01_2025
447,2,Laraia,Laraia,palmeirasthyago1,2-0-0,rc_sao_paulo_11_01_2025
448,3,Laraia,Laraia,GBracale,2-0-0,rc_sao_paulo_11_01_2025
451,6,Laraia,Laraia,ilMono,2-0-0,rc_sao_paulo_11_01_2025
452,7,Laraia,Laraia,dedeycastro,2-1-0,rc_sao_paulo_11_01_2025
453,8,Laraia,Laraia,PulgarX,2-1-0,rc_sao_paulo_11_01_2025
454,9,Laraia,Laraia,RaiderNunes,2-0-0,rc_sao_paulo_11_01_2025
455,1,MARCOSHBF,MARCOSHBF,galaz70,2-0-0,rc_sao_paulo_11_01_2025
457,3,MARCOSHBF,MARCOSHBF,kezko,2-1-0,rc_sao_paulo_11_01_2025
460,6,MARCOSHBF,MARCOSHBF,KassioStein,1-0-0,rc_sao_paulo_11_01_2025
461,7,MARCOSHBF,MARCOSHBF,ScottyFischer,2-0-0,rc_sao_paulo_11_01_2025
462,8,MARCOSHBF,MARCOSHBF,niitroo,2-1-0,rc_sao_paulo_11_01_2025
463,9,MARCOSHBF,MARCOSHBF,FrankWillian,2-0-0,rc_sao_paulo_11_01_2025
466,3,tchuco,tchuco,ilMono,2-0-0,rc_sao_paulo_11_01_2025
467,4,tchuco,tchuco,GBracale,2-1-0,rc_sao_paulo_11_01_2025
468,5,tchuco,tchuco,Tiver,2-1-0,rc_sao_paulo_11_01_2025
470,7,tchuco,tchuco,kabzz,2-1-0,rc_sao_paulo_11_01_2025
471,8,tchuco,tchuco,Sizza,2-1-0,rc_sao_paulo_11_01_2025
472,9,tchuco,tchuco,FernandoPortugal,2-0-0,rc_sao_paulo_11_01_2025
475,3,mrhurti,mrhurti,NinjaZenny,2-0-0,rc_sao_paulo_11_01_2025
476,4,mrhurti,mrhurti,AlexandreLomba,2-0-0,rc_sao_paulo_11_01_2025
477,5,mrhurti,mrhurti,Gullyt,2-1-0,rc_sao_paulo_11_01_2025
478,6,mrhurti,mrhurti,tmargera,2-1-0,rc_sao_paulo_11_01_2025
480,8,mrhurti,mrhurti,Mattallmight,2-1-0,rc_sao_paulo_11_01_2025
481,9,mrhurti,mrhurti,DavidPe,2-0-0,rc_sao_paulo_11_01_2025
482,1,perez,perez,TakayamaMTG,2-1-0,rc_sao_paulo_11_01_2025
484,3,perez,perez,Lucasoli89,2-0-0,rc_sao_paulo_11_01_2025
485,4,perez,perez,marcosvgs,2-1-0,rc_sao_paulo_11_01_2025
486,5,perez,perez,mortadela,2-1-0,rc_sao_paulo_11_01_2025
489,8,perez,perez,claudio0907,2-1-0,rc_sao_paulo_11_01_2025
491,1,IvanQ,IvanQ,Guilherme91,2-0-0,rc_sao_paulo_11_01_2025
492,2,IvanQ,IvanQ,HatakeKakashi,2-1-0,rc_sao_paulo_11_01_2025
495,5,IvanQ,IvanQ,HigorMenezes,2-1-0,rc_sao_paulo_11_01_2025
496,6,IvanQ,IvanQ,MarceloRCavalcante,2-1-0,rc_sao_paulo_11_01_2025
498,8,IvanQ,IvanQ,dehloco,2-1-0,rc_sao_paulo_11_01_2025
501,2,gabriell86,gabriell86,JMoreirasn,2-1-0,rc_sao_paulo_11_01_2025
502,3,gabriell86,gabriell86,Rafael_Martins,2-1-0,rc_sao_paulo_11_01_2025
505,6,gabriell86,gabriell86,NeftaliF,2-0-0,rc_sao_paulo_11_01_2025
507,8,gabriell86,gabriell86,Ferio0192,2-0-0,rc_sao_paulo_11_01_2025
508,9,gabriell86,gabriell86,JuanVzlaHD,2-0-0,rc_sao_paulo_11_01_2025
510,2,Rulior,Rulior,ZMontCristo,2-0-0,rc_sao_paulo_11_01_2025
513,5,Rulior,Rulior,FredE,2-0-0,rc_sao_paulo_11_01_2025
514,6,Rulior,Rulior,Fberto,2-0-0,rc_sao_paulo_11_01_2025
515,7,Rulior,Rulior,DiegoPeliser,2-0-0,rc_sao_paulo_11_01_2025
517,9,Rulior,Rulior,claudio0907,2-1-0,rc_sao_paulo_11_01_2025
518,1,AxelRodriguez,AxelRodriguez,TheMarcosV,2-0-0,rc_sao_paulo_11_01_2025
520,3,AxelRodriguez,AxelRodriguez,Castelo,2-0-0,rc_sao_paulo_11_01_2025
522,5,AxelRodriguez,AxelRodriguez,Mattallmight,2-0-0,rc_sao_paulo_11_01_2025
523,6,AxelRodriguez,AxelRodriguez,elpeludo,2-0-0,rc_sao_paulo_11_01_2025
524,7,AxelRodriguez,AxelRodriguez,PedroM,2-1-0,rc_sao_paulo_11_01_2025
527,1,adrienhv,adrienhv,Julian,2-0-0,rc_sao_paulo_11_01_2025
529,3,adrienhv,adrienhv,Yulios,2-0-0,rc_sao_paulo_11_01_2025
532,6,adrienhv,adrienhv,Lucasoli89,2-1-0,rc_sao_paulo_11_01_2025
534,8,adrienhv,adrienhv,Fberto,2-0-0,rc_sao_paulo_11_01_2025
535,9,adrienhv,adrienhv,Baurong,2-0-0,rc_sao_paulo_11_01_2025
537,2,mortadela,mortadela,ariel_osses,2-0-0,rc_sao_paulo_11_01_2025
538,3,mortadela,mortadela,FredE,2-0-0,rc_sao_paulo_11_01_2025
539,4,mortadela,mortadela,JuanVzlaHD,2-1-0,rc_sao_paulo_11_01_2025
541,6,mortadela,mortadela,Baurong,2-1-0,rc_sao_paulo_11_01_2025
542,7,mortadela,mortadela,frodo_jln,2-0-0,rc_sao_paulo_11_01_2025
545,1,dehloco,dehloco,Hawkwolfryubat,2-0-0,rc_sao_paulo_11_01_2025
546,2,dehloco,dehloco,mateusmayer,2-0-0,rc_sao_paulo_11_01_2025
550,6,dehloco,dehloco,Safatle,2-0-0,rc_sao_paulo_11_01_2025
551,7,dehloco,dehloco,caiogiovanni,2-0-0,rc_sao_paulo_11_01_2025
553,9,dehloco,dehloco,frodo_jln,2-1-0,rc_sao_paulo_11_01_2025
556,3,csalles,csalles,Bigode,2-1-0,rc_sao_paulo_11_01_2025
558,5,csalles,csalles,caiogpo,2-1-0,rc_sao_paulo_11_01_2025
559,6,csalles,csalles,JuanVzlaHD,1-0-0,rc_sao_paulo_11_01_2025
560,7,csalles,csalles,gabriell86,2-0-0,rc_sao_paulo_11_01_2025
561,8,csalles,csalles,Baurong,2-0-0,rc_sao_paulo_11_01_2025
563,1,Fernando89,Fernando89,PINHEIRO,2-1-0,rc_sao_paulo_11_01_2025
565,3,Fernando89,Fernando89,Msecanhojunior,2-0-0,rc_sao_paulo_11_01_2025
569,7,Fernando89,Fernando89,edgar_bru,2-1-0,rc_sao_paulo_11_01_2025
570,8,Fernando89,Fernando89,Bante,2-1-0,rc_sao_paulo_11_01_2025
571,9,Fernando89,Fernando89,RenzoArana,2-0-0,rc_sao_paulo_11_01_2025
573,2,Lucasoli89,Lucasoli89,EliMartins,2-1-0,rc_sao_paulo_11_01_2025
575,4,Lucasoli89,Lucasoli89,FredE,2-0-0,rc_sao_paulo_11_01_2025
578,7,Lucasoli89,Lucasoli89,SantiagoHer,2-1-0,rc_sao_paulo_11_01_2025
579,8,Lucasoli89,Lucasoli89,tmargera,2-1-0,rc_sao_paulo_11_01_2025
580,9,Lucasoli89,Lucasoli89,MarceloRCavalcante,2-1-0,rc_sao_paulo_11_01_2025
581,1,Marcelopez,Marcelopez,Daniel09,2-1-0,rc_sao_paulo_11_01_2025
582,2,Marcelopez,Marcelopez,Schiaveto,2-0-0,rc_sao_paulo_11_01_2025
583,3,Marcelopez,Marcelopez,Crastideas,2-1-0,rc_sao_paulo_11_01_2025
585,5,Marcelopez,Marcelopez,Felcom,2-0-0,rc_sao_paulo_11_01_2025
587,7,Marcelopez,Marcelopez,RALC,2-0-0,rc_sao_paulo_11_01_2025
590,1,Casatti,Casatti,Msecanhojunior,2-0-0,rc_sao_paulo_11_01_2025
591,2,Casatti,Casatti,ThiagoSaporito,2-1-0,rc_sao_paulo_11_01_2025
592,3,Casatti,Casatti,msalles,2-1-0,rc_sao_paulo_11_01_2025
594,5,Casatti,Casatti,okiba,2-1-0,rc_sao_paulo_11_01_2025
596,7,Casatti,Casatti,andresrib,2-0-0,rc_sao_paulo_11_01_2025
599,1,victormanuelobo,victormanuelobo,esteves120,2-0-0,rc_sao_paulo_11_01_2025
600,2,victormanuelobo,victormanuelobo,Wesley_Brito,2-0-0,rc_sao_paulo_11_01_2025
601,3,victormanuelobo,victormanuelobo,Renatoaraujo,2-0-0,rc_sao_paulo_11_01_2025
602,4,victormanuelobo,victormanuelobo,Ruda,2-0-0,rc_sao_paulo_11_01_2025
605,7,victormanuelobo,victormanuelobo,leoolisan,2-1-0,rc_sao_paulo_11_01_2025
608,1,Caduerrerias,Caduerrerias,Vatcoff,2-1-0,rc_sao_paulo_11_01_2025
609,2,Caduerrerias,Caduerrerias,ArthurAM,2-0-0,rc_sao_paulo_11_01_2025
611,4,Caduerrerias,Caduerrerias,zEddie,2-1-0,rc_sao_paulo_11_01_2025
612,5,Caduerrerias,Caduerrerias,lalauwba,2-1-0,rc_sao_paulo_11_01_2025
615,8,Caduerrerias,Caduerrerias,icarobranco,2-0-0,rc_sao_paulo_11_01_2025
617,1,giorepe,giorepe,Tiver,2-1-0,rc_sao_paulo_11_01_2025
619,3,giorepe,giorepe,tsiqueira,2-1-0,rc_sao_paulo_11_01_2025
620,4,giorepe,giorepe,betualmeida,2-1-0,rc_sao_paulo_11_01_2025
621,5,giorepe,giorepe,RodrigoCavalheiro,2-0-0,rc_sao_paulo_11_01_2025
623,7,giorepe,giorepe,Msecanhojunior,2-1-0,rc_sao_paulo_11_01_2025
626,1,pururin,pururin,Emar44751,2-1-0,rc_sao_paulo_11_01_2025
627,2,pururin,pururin,AxelRodriguez,2-0-0,rc_sao_paulo_11_01_2025
629,4,pururin,pururin,lordiwa,2-0-0,rc_sao_paulo_11_01_2025
630,5,pururin,pururin,digarcia,2-1-0,rc_sao_paulo_11_01_2025
633,8,pururin,pururin,Tiver,2-1-0,rc_sao_paulo_11_01_2025
635,1,Hernan_Lobos,Hernan_Lobos,RALC,2-1-0,rc_sao_paulo_11_01_2025
638,4,Hernan_Lobos,Hernan_Lobos,Burghi,2-0-0,rc_sao_paulo_11_01_2025
639,5,Hernan_Lobos,Hernan_Lobos,Ggzinhu,2-1-0,rc_sao_paulo_11_01_2025
640,6,Hernan_Lobos,Hernan_Lobos,p4nch020,2-1-0,rc_sao_paulo_11_01_2025
641,7,Hernan_Lobos,Hernan_Lobos,PulgarX,2-0-0,rc_sao_paulo_11_01_2025
644,1,Soulkiddz,Soulkiddz,veigarcpp,2-0-0,rc_sao_paulo_11_01_2025
645,2,Soulkiddz,Soulkiddz,emiliano_trepichio,2-0-0,rc_sao_paulo_11_01_2025
648,5,Soulkiddz,Soulkiddz,madjeff,2-0-0,rc_sao_paulo_11_01_2025
649,6,Soulkiddz,Soulkiddz,Treuko,2-1-0,rc_sao_paulo_11_01_2025
650,7,Soulkiddz,Soulkiddz,mrhurti,2-0-0,rc_sao_paulo_11_01_2025
654,2,JuanCerda,JuanCerda,csalles,2-1-0,rc_sao_paulo_11_01_2025
655,3,JuanCerda,JuanCerda,kabzz,2-0-0,rc_sao_paulo_11_01_2025
656,4,JuanCerda,JuanCerda,Zabariel,2-1-0,rc_sao_paulo_11_01_2025
657,5,JuanCerda,JuanCerda,niitroo,2-0-0,rc_sao_paulo_11_01_2025
660,8,JuanCerda,JuanCerda,PedroM,2-0-0,rc_sao_paulo_11_01_2025
663,2,Cachorrowo,Cachorrowo,mrhurti,2-0-0,rc_sao_paulo_11_01_2025
665,4,Cachorrowo,Cachorrowo,Crashmere,2-0-0,rc_sao_paulo_11_01_2025
666,5,Cachorrowo,Cachorrowo,Robsonsilveira,2-1-0,rc_sao_paulo_11_01_2025
667,6,Cachorrowo,Cachorrowo,lalauwba,2-1-0,rc_sao_paulo_11_01_2025
669,8,Cachorrowo,Cachorrowo,andresrib,2-1-0,rc_sao_paulo_11_01_2025
671,1,willpioli,willpioli,Laraia,2-0-0,rc_sao_paulo_11_01_2025
672,2,willpioli,willpioli,OrtigosaMatheus,2-0-0,rc_sao_paulo_11_01_2025
676,6,willpioli,willpioli,Yulios,2-0-0,rc_sao_paulo_11_01_2025
677,7,willpioli,willpioli,marcelinhotattoo,2-0-0,rc_sao_paulo_11_01_2025
678,8,willpioli,willpioli,FranSadness,2-0-0,rc_sao_paulo_11_01_2025
680,1,niitroo,niitroo,Eitaleo,2-1-0,rc_sao_paulo_11_01_2025
681,2,niitroo,niitroo,Safatle,2-0-0,rc_sao_paulo_11_01_2025
682,3,niitroo,niitroo,willpioli,2-1-0,rc_sao_paulo_11_01_2025
685,6,niitroo,niitroo,Wesley_Brito,2-1-0,rc_sao_paulo_11_01_2025
688,9,niitroo,niitroo,PedroM,2-0-0,rc_sao_paulo_11_01_2025
689,1,RaiderNunes,RaiderNunes,Sara,2-1-0,rc_sao_paulo_11_01_2025
690,2,RaiderNunes,RaiderNunes,brunoapolonio,2-0-0,rc_sao_paulo_11_01_2025
694,6,RaiderNunes,RaiderNunes,Koishiteru,2-0-0,rc_sao_paulo_11_01_2025
695,7,RaiderNunes,RaiderNunes,Dido,1-0-0,rc_sao_paulo_11_01_2025
696,8,RaiderNunes,RaiderNunes,emiliano_trepichio,2-1-0,rc_sao_paulo_11_01_2025
698,1,kezko,kezko,GUSTAVOS,2-1-0,rc_sao_paulo_11_01_2025
704,7,kezko,kezko,DeathShadow2087,2-0-0,rc_sao_paulo_11_01_2025
705,8,kezko,kezko,marcelinhotattoo,2-1-0,rc_sao_paulo_11_01_2025
706,9,kezko,kezko,Sizza,2-0-0,rc_sao_paulo_11_01_2025
707,1,andresrib,andresrib,vagner_mtgbr,2-1-0,rc_sao_paulo_11_01_2025
708,2,andresrib,andresrib,FranSadness,2-0-0,rc_sao_paulo_11_01_2025
709,3,andresrib,andresrib,Coraiola,2-1-0,rc_sao_paulo_11_01_2025
710,4,andresrib,andresrib,lalauwba,2-1-0,rc_sao_paulo_11_01_2025
715,9,andresrib,andresrib,icarobranco,2-0-0,rc_sao_paulo_11_01_2025
716,1,FranSadness,FranSadness,TerribadMTG,2-1-0,rc_sao_paulo_11_01_2025
718,3,FranSadness,FranSadness,Hernan_Lobos,2-0-0,rc_sao_paulo_11_01_2025
719,4,FranSadness,FranSadness,Coraiola,2-1-0,rc_sao_paulo_11_01_2025
722,7,FranSadness,FranSadness,Yisus2018,2-1-0,rc_sao_paulo_11_01_2025
724,9,FranSadness,FranSadness,FranciscoG,2-1-0,rc_sao_paulo_11_01_2025
725,1,OrtigosaMatheus,OrtigosaMatheus,csalles,2-0-0,rc_sao_paulo_11_01_2025
728,4,OrtigosaMatheus,OrtigosaMatheus,zanottiwal,2-0-0,rc_sao_paulo_11_01_2025
729,5,OrtigosaMatheus,OrtigosaMatheus,leomane,2-1-0,rc_sao_paulo_11_01_2025
730,6,OrtigosaMatheus,OrtigosaMatheus,Felcom,2-1-0,rc_sao_paulo_11_01_2025
731,7,OrtigosaMatheus,OrtigosaMatheus,Ruda,2-1-0,rc_sao_paulo_11_01_2025
734,1,Zabariel,Zabariel,Christiansantos,2-1-0,rc_sao_paulo_11_01_2025
736,3,Zabariel,Zabariel,marcelinhotattoo,2-0-0,rc_sao_paulo_11_01_2025
738,5,Zabariel,Zabariel,davir,2-0-0,rc_sao_paulo_11_01_2025
739,6,Zabariel,Zabariel,icarobranco,2-0-0,rc_sao_paulo_11_01_2025
740,7,Zabariel,Zabariel,pururin,2-1-0,rc_sao_paulo_11_01_2025
744,2,p4nch020,p4nch020,Kingcapivara,2-0-0,rc_sao_paulo_11_01_2025
745,3,p4nch020,p4nch020,Rastaf,2-1-0,rc_sao_paulo_11_01_2025
746,4,p4nch020,p4nch020,Mattallmight,2-1-0,rc_sao_paulo_11_01_2025
749,7,p4nch020,p4nch020,galaz70,2-1-0,rc_sao_paulo_11_01_2025
751,9,p4nch020,p4nch020,CamiloC,2-1-0,rc_sao_paulo_11_01_2025
754,3,DavidPe,DavidPe,Kingcapivara,2-0-0,rc_sao_paulo_11_01_2025
755,4,DavidPe,DavidPe,AmadorZcv,2-0-0,rc_sao_paulo_11_01_2025
756,5,DavidPe,DavidPe,Paing,2-1-0,rc_sao_paulo_11_01_2025
757,6,DavidPe,DavidPe,Dido,2-1-0,rc_sao_paulo_11_01_2025
759,8,DavidPe,DavidPe,esteves120,2-1-0,rc_sao_paulo_11_01_2025
762,2,FrankWillian,FrankWillian,Daniel09,2-0-0,rc_sao_paulo_11_01_2025
764,4,FrankWillian,FrankWillian,brunocezarmoreno,2-0-0,rc_sao_paulo_11_01_2025
766,6,FrankWillian,FrankWillian,Ggzinhu,2-1-0,rc_sao_paulo_11_01_2025
767,7,FrankWillian,FrankWillian,Bazarovsk,2-1-0,rc_sao_paulo_11_01_2025
768,8,FrankWillian,FrankWillian,Gullyt,2-0-0,rc_sao_paulo_11_01_2025
772,3,liond19,liond19,TakayamaMTG,2-0-0,rc_sao_paulo_11_01_2025
774,5,liond19,liond19,Nanoh,2-0-0,rc_sao_paulo_11_01_2025
775,6,liond19,liond19,Matheuspagnan,2-0-0,rc_sao_paulo_11_01_2025
776,7,liond19,liond19,FranciscoG,2-0-0,rc_sao_paulo_11_01_2025
778,9,liond19,liond19,esteves120,2-0-0,rc_sao_paulo_11_01_2025
780,2,Tiver,Tiver,esteves120,2-1-0,rc_sao_paulo_11_01_2025
781,3,Tiver,Tiver,Ggzinhu,2-1-0,rc_sao_paulo_11_01_2025
784,6,Tiver,Tiver,DeathShadow2087,2-1-0,rc_sao_paulo_11_01_2025
785,7,Tiver,Tiver,Bassotld,2-0-0,rc_sao_paulo_11_01_2025
787,9,Tiver,Tiver,Gullyt,2-1-0,rc_sao_paulo_11_01_2025
790,3,FernandoPortugal,FernandoPortugal,Caoruf,2-0-0,rc_sao_paulo_11_01_2025
791,4,FernandoPortugal,FernandoPortugal,Levunga,2-1-0,rc_sao_paulo_11_01_2025
792,5,FernandoPortugal,FernandoPortugal,Errerias,2-0-0,rc_sao_paulo_11_01_2025
794,7,FernandoPortugal,FernandoPortugal,Kevincito,2-1-0,rc_sao_paulo_11_01_2025
795,8,FernandoPortugal,FernandoPortugal,JAMERSON,2-0-0,rc_sao_paulo_11_01_2025
798,2,Matheuspagnan,Matheuspagnan,zanottiwal,2-1-0,rc_sao_paulo_11_01_2025
800,4,Matheuspagnan,Matheuspagnan,tsiqueira,2-1-0,rc_sao_paulo_11_01_2025
803,7,Matheuspagnan,Matheuspagnan,Ggzinhu,2-0-0,rc_sao_paulo_11_01_2025
804,8,Matheuspagnan,Matheuspagnan,kcomedina,2-1-0,rc_sao_paulo_11_01_2025
805,9,Matheuspagnan,Matheuspagnan,Nervos0,2-0-0,rc_sao_paulo_11_01_2025
807,2,Vatcoff,Vatcoff,Teta,2-1-0,rc_sao_paulo_11_01_2025
809,4,Vatcoff,Vatcoff,pedro_mansu,2-1-0,rc_sao_paulo_11_01_2025
811,6,Vatcoff,Vatcoff,dorkalmeida,2-1-0,rc_sao_paulo_11_01_2025
813,8,Vatcoff,Vatcoff,Kevincito,2-0-0,rc_sao_paulo_11_01_2025
814,9,Vatcoff,Vatcoff,NeftaliF,2-0-0,rc_sao_paulo_11_01_2025
816,2,Cabrall1984,Cabrall1984,caiogpo,2-1-0,rc_sao_paulo_11_01_2025
820,6,Cabrall1984,Cabrall1984,PINHEIRO,2-0-0,rc_sao_paulo_11_01_2025
821,7,Cabrall1984,Cabrall1984,Rastaf,2-0-0,rc_sao_paulo_11_01_2025
822,8,Cabrall1984,Cabrall1984,Yisus2018,2-1-0,rc_sao_paulo_11_01_2025
823,9,Cabrall1984,Cabrall1984,FredE,2-1-0,rc_sao_paulo_11_01_2025
824,1,claudio0907,claudio0907,bardozorrean,2-0-0,rc_sao_paulo_11_01_2025
826,3,claudio0907,claudio0907,Yisus2018,2-0-0,rc_sao_paulo_11_01_2025
828,5,claudio0907,claudio0907,marcosvgs,2-0-0,rc_sao_paulo_11_01_2025
829,6,claudio0907,claudio0907,caiogiovanni,2-1-0,rc_sao_paulo_11_01_2025
835,3,InsideGames,InsideGames,JMoreirasn,2-0-0,rc_sao_paulo_11_01_2025
836,4,InsideGames,InsideGames,Safatle,2-0-0,rc_sao_paulo_11_01_2025
837,5,InsideGames,InsideGames,dehloco,2-1-0,rc_sao_paulo_11_01_2025
839,7,InsideGames,InsideGames,adrienhv,2-0-0,rc_sao_paulo_11_01_2025
841,1,JuanVzlaHD,JuanVzlaHD,Matheuspagnan,2-1-0,rc_sao_paulo_11_01_2025
843,3,JuanVzlaHD,JuanVzlaHD,Fberto,2-1-0,rc_sao_paulo_11_01_2025
847,7,JuanVzlaHD,JuanVzlaHD,ariel_osses,2-0-0,rc_sao_paulo_11_01_2025
848,8,JuanVzlaHD,JuanVzlaHD,RodrigoCavalheiro,2-0-0,rc_sao_paulo_11_01_2025
850,1,Baurong,Baurong,GustavoBR91,2-0-0,rc_sao_paulo_11_01_2025
853,4,Baurong,Baurong,ZMontCristo,2-0-0,rc_sao_paulo_11_01_2025
854,5,Baurong,Baurong,edgar_bru,2-1-0,rc_sao_paulo_11_01_2025
856,7,Baurong,Baurong,Rafael_Martins,2-0-0,rc_sao_paulo_11_01_2025
859,1,frodo_jln,frodo_jln,Bigode,2-1-0,rc_sao_paulo_11_01_2025
861,3,frodo_jln,frodo_jln,MauroFylipe,2-1-0,rc_sao_paulo_11_01_2025
863,5,frodo_jln,frodo_jln,Fberto,2-0-0,rc_sao_paulo_11_01_2025
864,6,frodo_jln,frodo_jln,royce,2-0-0,rc_sao_paulo_11_01_2025
868,1,RenzoArana,RenzoArana,luisdesouza100,2-0-0,rc_sao_paulo_11_01_2025
872,5,RenzoArana,RenzoArana,Cris,2-1-0,rc_sao_paulo_11_01_2025
873,6,RenzoArana,RenzoArana,Bante,2-1-0,rc_sao_paulo_11_01_2025
875,8,RenzoArana,RenzoArana,Rafael_Martins,2-0-0,rc_sao_paulo_11_01_2025
